year,bcg_mtrnoint,tic,sic
1996,0.35,IDAI.,4899
1997,0.081570292,IDAI.,4899
1998,0.196534546,IDAI.,4899
1999,0.158871914,IDAI.,4899
2000,0.123290099,IDAI.,4899
1986,0.105299131,AGDY,3713
1987,0.114731314,AGDY,3713
1988,0.146217797,AGDY,3713
1989,0.131727859,AGDY,3713
1990,0.114219419,AGDY,3713
1991,0.088545237,AGDY,3713
1992,0.050253434,AGDY,3713
1993,0.116645265,AGDY,3713
1994,0.112154045,AGDY,3713
1986,0.4508,1900B,5172
1987,0.447345415,1900B,5172
1988,0.46,1900B,5172
1989,0.338504685,1900B,5172
1990,0.34,1900B,5172
1991,0.335837157,1900B,5172
1992,0.338198203,1900B,5172
1993,0.3303549,1900B,5172
1994,0.340398954,1900B,5172
1995,0.35,1900B,5172
1996,0.328341744,1900B,5172
1997,0.342043828,1900B,5172
1998,0.3416253,1900B,5172
1999,0.333703191,1900B,5172
2000,0.339900664,1900B,5172
1986,0.224342199,AEENQ,2253
1987,0.183761796,AEENQ,2253
1988,0.26625307,AEENQ,2253
1989,0.11955068,AEENQ,2253
1990,0.24840507,AEENQ,2253
1991,0.326282549,AEENQ,2253
1992,0.329909567,AEENQ,2253
1993,0.245732147,AEENQ,2253
1986,0.39999831,ARCE.1,3537
1987,0.358283221,ARCE.1,3537
1986,0.431123986,AEIC,4731
1987,0.379982816,AEIC,4731
1988,0.325635122,AEIC,4731
1989,0.319002682,AEIC,4731
1990,0.335804497,AEIC,4731
1991,0.3332,AEIC,4731
1992,0.337342661,AEIC,4731
1993,0.345714721,AEIC,4731
1994,0.3498,AEIC,4731
1995,0.35,AEIC,4731
1996,0.35,AEIC,4731
1997,0.345904751,AEIC,4731
1998,0.345671047,AEIC,4731
1986,0.375065888,AMWI.,4512
1987,0.34970462,AMWI.,4512
1988,0.335624786,AMWI.,4512
1989,0.30477547,AMWI.,4512
1990,0.325539383,AMWI.,4512
1986,0.46,APD,2810
1987,0.455963915,APD,2810
1988,0.4,APD,2810
1989,0.34,APD,2810
1990,0.34,APD,2810
1991,0.34,APD,2810
1992,0.34,APD,2810
1993,0.34,APD,2810
1994,0.35,APD,2810
1995,0.35,APD,2810
1996,0.35,APD,2810
1997,0.35,APD,2810
1998,0.35,APD,2810
1999,0.35,APD,2810
2000,0.341700311,APD,2810
1986,0.399400359,AIRT,4513
1987,0.353886679,AIRT,4513
1988,0.344195349,AIRT,4513
1989,0.241490914,AIRT,4513
1990,0.2934,AIRT,4513
1991,0.312277912,AIRT,4513
1992,0.311301449,AIRT,4513
1993,0.327607587,AIRT,4513
1994,0.289053776,AIRT,4513
1995,0.28048904,AIRT,4513
1996,0.24817356,AIRT,4513
1997,0.288640014,AIRT,4513
1998,0.312924165,AIRT,4513
1999,0.282578212,AIRT,4513
2000,0.325280351,AIRT,4513
1986,0.43588987,ARWS,4512
1987,0.381457786,ARWS,4512
1988,0.331248306,ARWS,4512
1989,0.339139383,ARWS,4512
1990,0.335483004,ARWS,4512
1986,0.444589835,ABF,4513
1987,0.372834756,ABF,4513
1988,0.328776708,ABF,4513
1989,0.339402682,ABF,4513
1990,0.337606138,ABF,4513
1991,0.339475958,ABF,4513
1992,0.338951884,ABF,4513
1993,0.35,ABF,4513
1994,0.35,ABF,4513
1995,0.347387874,ABF,4513
1996,0.35,ABF,4513
1997,0.35,ABF,4513
1998,0.35,ABF,4513
1999,0.341340267,ABF,4513
2000,0.321397025,ABF,4513
1986,0.4508,ACF.1,4512
1986,0.225831486,1642B,3812
1987,0.312471276,1642B,3812
1986,0.320806431,ALA.2,6512
1987,0.263363215,ALA.2,6512
1986,0.067867662,EGN1,4924
1987,0.438285521,EGN1,4924
1988,0.383378213,EGN1,4924
1989,0.32742,EGN1,4924
1990,0.325836816,EGN1,4924
1991,0.34,EGN1,4924
1992,0.320176328,EGN1,4924
1993,0.34,EGN1,4924
1994,0.343,EGN1,4924
1995,0.35,EGN1,4924
1996,0.346504743,EGN1,4924
1997,0.331637157,EGN1,4924
1998,0.35,EGN1,4924
1999,0.34098813,EGN1,4924
2000,0.346807536,EGN1,4924
1986,0.46,SO1,4911
1987,0.396617957,SO1,4911
1988,0.34,SO1,4911
1989,0.34,SO1,4911
1990,0.34,SO1,4911
1991,0.34,SO1,4911
1992,0.34,SO1,4911
1993,0.35,SO1,4911
1994,0.35,SO1,4911
1995,0.35,SO1,4911
1996,0.35,SO1,4911
1997,0.34955922,SO1,4911
1998,0.35,SO1,4911
1999,0.35,SO1,4911
2000,0.35,SO1,4911
1986,0.46,AXO.1,1311
1987,0.46,AXO.1,1311
1988,0.286310451,AXO.1,1311
1989,0.329760496,AXO.1,1311
1990,0.308968994,AXO.1,1311
1991,0.287769658,AXO.1,1311
1992,0.289735478,AXO.1,1311
1993,0.27416717,AXO.1,1311
1994,0.274102389,AXO.1,1311
1995,0.238645559,AXO.1,1311
1996,0.264505436,AXO.1,1311
1986,0.141113949,ALAN,4950
1987,0.078562176,ALAN,4950
1988,0.117436705,ALAN,4950
1989,0.09058094,ALAN,4950
1990,0.076768663,ALAN,4950
1991,0.053685588,ALAN,4950
1992,0.06203469,ALAN,4950
1993,0.058143632,ALAN,4950
1994,0.110533936,ALAN,4950
1995,0.108010737,ALAN,4950
1996,0.093807102,ALAN,4950
1997,0.126589818,ALAN,4950
1998,0.113335447,ALAN,4950
1999,0,ALAN,4950
2000,0.129666252,ALAN,4950
1986,0.453334512,ALK,4512
1987,0.4,ALK,4512
1988,0.34,ALK,4512
1989,0.34,ALK,4512
1990,0.34,ALK,4512
1991,0.34,ALK,4512
1992,0.332061038,ALK,4512
1993,0.35,ALK,4512
1994,0.348396532,ALK,4512
1995,0.343,ALK,4512
1996,0.35,ALK,4512
1997,0.35,ALK,4512
1998,0.35,ALK,4512
1999,0.346358445,ALK,4512
2000,0.364631466,ALK,4512
1986,0.374672951,3AGLD,1040
1987,0.367822466,3AGLD,1040
1988,0.446304746,3AGLD,1040
1989,0.270627632,3AGLD,1040
1990,0.103366575,3AGLD,1040
1991,0.058424069,3AGLD,1040
1992,0.111764769,3AGLD,1040
1993,0.051902762,3AGLD,1040
1994,0.060564845,3AGLD,1040
1986,0.273605448,3ANWP,6512
1987,0.218443234,3ANWP,6512
1988,0.155671851,3ANWP,6512
1989,0.164784638,3ANWP,6512
1990,0.203223064,3ANWP,6512
1991,0.165816869,3ANWP,6512
1992,0.139097056,3ANWP,6512
1993,0.16982278,3ANWP,6512
1994,0.146865935,3ANWP,6512
1995,0.146531646,3ANWP,6512
1986,0.422319016,ATRI,3841
1987,0.362400146,ATRI,3841
1988,0.314402574,ATRI,3841
1989,0.22143567,ATRI,3841
1990,0.3274,ATRI,3841
1991,0.3332,ATRI,3841
1992,0.32337048,ATRI,3841
1993,0.348054024,ATRI,3841
1994,0.31208937,ATRI,3841
1995,0.318779104,ATRI,3841
1996,0.327831047,ATRI,3841
1997,0.338714721,ATRI,3841
1998,0.255805751,ATRI,3841
1999,0.26947251,ATRI,3841
2000,0.290644073,ATRI,3841
1986,0.299805398,AWS.1,2250
1987,0.364403574,AWS.1,2250
1988,0.427180922,AWS.1,2250
1989,0.269933855,AWS.1,2250
1990,0.302601005,AWS.1,2250
1991,0.302993593,AWS.1,2250
1992,0.289494965,AWS.1,2250
1993,0.294369022,AWS.1,2250
1994,0.287762272,AWS.1,2250
1995,0.274868789,AWS.1,2250
1996,0.272065548,AWS.1,2250
1997,0.254636893,AWS.1,2250
1998,0.311685576,AWS.1,2250
1986,0.449915257,ACV.1,2844
1987,0.44608478,ACV.1,2844
1988,0.4,ACV.1,2844
1989,0.337701526,ACV.1,2844
1990,0.3332,ACV.1,2844
1991,0.332681175,ACV.1,2844
1992,0.337958691,ACV.1,2844
1993,0.34,ACV.1,2844
1994,0.35,ACV.1,2844
1995,0.35,ACV.1,2844
1996,0.35,ACV.1,2844
1997,0.343,ACV.1,2844
1998,0.342094711,ACV.1,2844
1999,0.348267911,ACV.1,2844
2000,0.346868454,ACV.1,2844
1986,0.438479097,ABS.1,5411
1987,0.392,ABS.1,5411
1988,0.33731995,ABS.1,5411
1989,0.34,ABS.1,5411
1990,0.34,ABS.1,5411
1991,0.336499635,ABS.1,5411
1992,0.34,ABS.1,5411
1993,0.35,ABS.1,5411
1994,0.340523093,ABS.1,5411
1995,0.35,ABS.1,5411
1996,0.35,ABS.1,5411
1997,0.343627158,ABS.1,5411
1998,0.339807536,ABS.1,5411
1999,0.35,ABS.1,5411
2000,0.343035537,ABS.1,5411
1986,0.178218008,6584B,1311
1987,0.114384958,6584B,1311
1988,0.172087706,6584B,1311
1986,0.040373644,ALCD.,2870
1987,0.013033773,ALCD.,2870
1988,0.018737782,ALCD.,2870
1989,0.021569777,ALCD.,2870
1990,0.028020752,ALCD.,2870
1991,0.015788301,ALCD.,2870
1992,0.057221161,ALCD.,2870
1993,0.063069991,ALCD.,2870
1994,0.054550404,ALCD.,2870
1995,0.045799353,ALCD.,2870
1996,0.075243557,ALCD.,2870
1997,0.149762932,ALCD.,2870
1998,0.122861089,ALCD.,2870
1999,0.124209318,ALCD.,2870
2000,0,ALCD.,2870
1986,0.458364745,ABC1,5122
1987,0.453973077,ABC1,5122
1988,0.4,ABC1,5122
1989,0.3332,ABC1,5122
1990,0.3332,ABC1,5122
1991,0.329757388,ABC1,5122
1992,0.324787687,ABC1,5122
1993,0.34,ABC1,5122
1994,0.3332,ABC1,5122
1986,0.46,IKN,5040
1987,0.46,IKN,5040
1988,0.4,IKN,5040
1989,0.34,IKN,5040
1990,0.34,IKN,5040
1991,0.34,IKN,5040
1992,0.34,IKN,5040
1993,0.33946151,IKN,5040
1994,0.35,IKN,5040
1995,0.35,IKN,5040
1996,0.35,IKN,5040
1997,0.35,IKN,5040
1998,0.345417232,IKN,5040
1999,0.35,IKN,5040
2000,0.3321341,IKN,5040
1986,0.404140195,ADNE,3661
1987,0.346332197,ADNE,3661
1988,0.280665798,ADNE,3661
1989,0.267485295,ADNE,3661
1990,0.265096587,ADNE,3661
1991,0.267122107,ADNE,3661
1992,0.34,ADNE,3661
1993,0.168046814,ADNE,3661
1994,0.121300381,ADNE,3661
1995,0.123542116,ADNE,3661
1986,0.46,AAL.1,6411
1987,0.391270744,AAL.1,6411
1988,0.34,AAL.1,6411
1989,0.338805364,AAL.1,6411
1990,0.336656775,AAL.1,6411
1991,0.34,AAL.1,6411
1992,0.34,AAL.1,6411
1993,0.346807536,AAL.1,6411
1994,0.349114071,AAL.1,6411
1995,0.3498,AAL.1,6411
1986,0.4508,MATX,4400
1987,0.396452914,MATX,4400
1988,0.339421409,MATX,4400
1989,0.34,MATX,4400
1990,0.336253349,MATX,4400
1991,0.339475958,MATX,4400
1992,0.327034649,MATX,4400
1993,0.339367581,MATX,4400
1994,0.35,MATX,4400
1995,0.347894903,MATX,4400
1996,0.33932565,MATX,4400
1997,0.343729012,MATX,4400
1998,0.34111831,MATX,4400
1999,0.33731378,MATX,4400
2000,0.339623283,MATX,4400
1986,0.437358127,AEOK,1311
1987,0.46,AEOK,1311
1988,0.306740418,AEOK,1311
1989,0.293246952,AEOK,1311
1990,0.315856203,AEOK,1311
1991,0.317613922,AEOK,1311
1992,0.313238323,AEOK,1311
1993,0.34,AEOK,1311
1994,0.294559957,AEOK,1311
1995,0.322018063,AEOK,1311
1986,0.028343626,CGYNQ,1311
1987,0.026836046,CGYNQ,1311
1988,0.023415034,CGYNQ,1311
1989,0.096550375,CGYNQ,1311
1990,0.068069046,CGYNQ,1311
1991,0.071956573,CGYNQ,1311
1992,0.013012102,CGYNQ,1311
1993,0.104722325,CGYNQ,1311
1994,0.125710946,CGYNQ,1311
1995,0.024221827,CGYNQ,1311
1996,0.099100845,CGYNQ,1311
1997,0.119987337,CGYNQ,1311
1998,0.305612485,CGYNQ,1311
1999,0.125463443,CGYNQ,1311
2000,0.261031082,CGYNQ,1311
1986,0.018819553,ACEL.,2836
1987,0,ACEL.,2836
1988,0.011509207,ACEL.,2836
1989,0.070990082,ACEL.,2836
1990,0.002913909,ACEL.,2836
1991,0.051145521,ACEL.,2836
1992,0.01477562,ACEL.,2836
1993,0.022431979,ACEL.,2836
1994,0.038749791,ACEL.,2836
1995,0.043442167,ACEL.,2836
1996,0.076807067,ACEL.,2836
1997,0.092578179,ACEL.,2836
1998,0.057117553,ACEL.,2836
1999,0.072141672,ACEL.,2836
2000,0.147156231,ACEL.,2836
1986,0.439939447,AFN.2,2844
1987,0.162269984,AFN.2,2844
1988,0.357147002,AFN.2,2844
1989,0.280274639,AFN.2,2844
1990,0.332074903,AFN.2,2844
1991,0.144123651,AFN.2,2844
1992,0.112509596,AFN.2,2844
1993,0.095127322,AFN.2,2844
1994,0.093852422,AFN.2,2844
1995,0.165783106,AFN.2,2844
1996,0.243743525,AFN.2,2844
1997,0.139920381,AFN.2,2844
1998,0.07737883,AFN.2,2844
1986,0.174052481,3ALGD,3672
1987,0.124722775,3ALGD,3672
1988,0.116624104,3ALGD,3672
1989,0.068008087,3ALGD,3672
1990,0.033005204,3ALGD,3672
1991,0.074736691,3ALGD,3672
1986,0.013033723,AEIR,1040
1987,0.015614751,AEIR,1040
1988,0.020869429,AEIR,1040
1989,0.079569483,AEIR,1040
1990,0.104059713,AEIR,1040
1991,0.070562063,AEIR,1040
1992,0.049373815,AEIR,1040
1993,0.077604978,AEIR,1040
1994,0.08409969,AEIR,1040
1995,0.117385397,AEIR,1040
1996,0.065581327,AEIR,1040
1997,0.126061213,AEIR,1040
1986,0.440753005,ALCO,100
1987,0.438462115,ALCO,100
1988,0.400282281,ALCO,100
1989,0.338781646,ALCO,100
1990,0.321811626,ALCO,100
1991,0.320298554,ALCO,100
1992,0.335739796,ALCO,100
1993,0.309837762,ALCO,100
1994,0.335059061,ALCO,100
1995,0.333894855,ALCO,100
1996,0.323340243,ALCO,100
1997,0.334066522,ALCO,100
1998,0.320895314,ALCO,100
1999,0.33040665,ALCO,100
2000,0.337395018,ALCO,100
1986,0.445970854,AAGC.,2030
1986,0.234720246,3ALSE,7000
1987,0.359602091,3ALSE,7000
1988,0.380633796,3ALSE,7000
1986,0.408047839,PBAJ,9995
1987,0.378223893,PBAJ,9995
1988,0.369103577,PBAJ,9995
1989,0.257656791,PBAJ,9995
1990,0.372869954,PBAJ,9995
1991,0.099496151,PBAJ,9995
1992,0.035633415,PBAJ,9995
1998,0.113976338,PBAJ,9995
1999,0.012069088,PBAJ,9995
2000,0.128825044,PBAJ,9995
1986,0.46,5566C,3452
1987,0.360030861,5566C,3452
1988,0.376828434,5566C,3452
1989,0.325790315,5566C,3452
1990,0.46,5566C,3452
1991,0.34,5566C,3452
1992,0.34,5566C,3452
1993,0.307465353,5566C,3452
1994,0.306,5566C,3452
1986,0.46,3SOCNQ,2390
1987,0.253468792,3SOCNQ,2390
1988,0.288374743,3SOCNQ,2390
1989,0.236141302,3SOCNQ,2390
1990,0.257100489,3SOCNQ,2390
1991,0.336898749,3SOCNQ,2390
1992,0.34,3SOCNQ,2390
1993,0.35,3SOCNQ,2390
1994,0.35,3SOCNQ,2390
1995,0.369330039,3SOCNQ,2390
1996,0.35,3SOCNQ,2390
1997,0.35,3SOCNQ,2390
1998,0.163501536,3SOCNQ,2390
1999,0.245850394,3SOCNQ,2390
1986,0.449682981,AYE,4911
1987,0.388617956,AYE,4911
1988,0.34,AYE,4911
1989,0.34,AYE,4911
1990,0.337606138,AYE,4911
1991,0.332787953,AYE,4911
1992,0.336993399,AYE,4911
1993,0.336,AYE,4911
1994,0.349535338,AYE,4911
1995,0.343,AYE,4911
1996,0.35,AYE,4911
1997,0.35,AYE,4911
1998,0.35,AYE,4911
1999,0.338904751,AYE,4911
2000,0.344935558,AYE,4911
1986,0.438768984,ALN.2,3663
1987,0.46,ALN.2,3663
1988,0.3264,ALN.2,3663
1989,0.339402682,ALN.2,3663
1990,0.324465319,ALN.2,3663
1991,0.331858916,ALN.2,3663
1992,0.34,ALN.2,3663
1993,0.3512,ALN.2,3663
1994,0.346863455,ALN.2,3663
1995,0.340387874,ALN.2,3663
1996,0.3436,ALN.2,3663
1997,0.337930613,ALN.2,3663
1998,0.342410595,ALN.2,3663
1999,0.303435292,ALN.2,3663
2000,0.314186111,ALN.2,3663
1986,0.4508,AORGB,3576
1987,0.397238016,AORGB,3576
1988,0.328008698,AORGB,3576
1989,0.329422418,AORGB,3576
1990,0.341,AORGB,3576
1991,0.338427873,AORGB,3576
1992,0.327740222,AORGB,3576
1993,0.329784623,AORGB,3576
1994,0.302472322,AORGB,3576
1995,0.317920213,AORGB,3576
1996,0.32557059,AORGB,3576
1997,0.297044918,AORGB,3576
1998,0.34,AORGB,3576
1999,0.325916767,AORGB,3576
2000,0.329251728,AORGB,3576
1986,0.092870011,3ALNI,5700
1987,0.062932458,3ALNI,5700
1988,0.04266388,3ALNI,5700
1989,0.052701811,3ALNI,5700
1990,0.075346969,3ALNI,5700
1991,0.039308381,3ALNI,5700
1992,0.079096989,3ALNI,5700
1993,0.090464574,3ALNI,5700
1994,0.069555965,3ALNI,5700
1986,0.239717234,2953B,5080
1987,0.236971048,2953B,5080
1988,0.278136777,2953B,5080
1986,0.46,ADPC,3540
1987,0.388617956,ADPC,3540
1988,0.34,ADPC,3540
1989,0.325657762,ADPC,3540
1990,0.324542544,ADPC,3540
1991,0.34,ADPC,3540
1992,0.324441515,ADPC,3540
1993,0.341734282,ADPC,3540
1994,0.3788,ADPC,3540
1995,0.35,ADPC,3540
1996,0.330358009,ADPC,3540
1997,0.301246001,ADPC,3540
1998,0.33208247,ADPC,3540
1999,0.189130401,ADPC,3540
1986,0.385719493,ASCY,7381
1987,0.4426,ASCY,7381
1988,0.363528323,ASCY,7381
1989,0.320104673,ASCY,7381
1986,0.455509694,HON,9997
1987,0.396617956,HON,9997
1988,0.34,HON,9997
1989,0.34,HON,9997
1990,0.335245775,HON,9997
1991,0.325875958,HON,9997
1992,0.34,HON,9997
1993,0.331715644,HON,9997
1994,0.347497942,HON,9997
1995,0.343,HON,9997
1996,0.35,HON,9997
1997,0.35,HON,9997
1998,0.35,HON,9997
1999,0.342023557,HON,9997
2000,0.336632509,HON,9997
1986,0.455648314,9174A,5311
1987,0.392,9174A,5311
1988,0.337157662,9174A,5311
1989,0.132449731,9174A,5311
1990,0.34,9174A,5311
1986,0.445970854,ASU.1,5411
1987,0.449109941,ASU.1,5411
1986,0.45488491,2937B,4213
1986,0.188820655,ALY,1381
1987,0.124691309,ALY,1381
1988,0.082440898,ALY,1381
1989,0,ALY,1381
1990,0,ALY,1381
1991,0,ALY,1381
1992,0.034977375,ALY,1381
1993,0.033275141,ALY,1381
1994,0.0621656,ALY,1381
1995,0.042598021,ALY,1381
1996,0.063546307,ALY,1381
1997,0.064090079,ALY,1381
1998,0,ALY,1381
1999,0.055251564,ALY,1381
2000,0.07451636,ALY,1381
1986,0.36505034,ALC.2,4813
1987,0.382696528,ALC.2,4813
1988,0.318893932,ALC.2,4813
1989,0.316280896,ALC.2,4813
1990,0.315621758,ALC.2,4813
1991,0.325510624,ALC.2,4813
1992,0.332739735,ALC.2,4813
1993,0.35,ALC.2,4813
1994,0.35,ALC.2,4813
1986,0.096859746,2874B,3310
1986,0.46,AT.2,4812
1987,0.4,AT.2,4812
1988,0.34,AT.2,4812
1989,0.339402682,AT.2,4812
1990,0.34,AT.2,4812
1991,0.34,AT.2,4812
1992,0.34,AT.2,4812
1993,0.35,AT.2,4812
1994,0.342057328,AT.2,4812
1995,0.35,AT.2,4812
1996,0.35,AT.2,4812
1997,0.35,AT.2,4812
1998,0.35,AT.2,4812
1999,0.346807536,AT.2,4812
2000,0.35,AT.2,4812
1986,0.34848038,SCHR.1,4955
1987,0.481033841,SCHR.1,4955
1988,0.278014278,SCHR.1,4955
1989,0.356573008,SCHR.1,4955
1990,0.3332,SCHR.1,4955
1991,0.34,SCHR.1,4955
1992,0.34,SCHR.1,4955
1993,0.34,SCHR.1,4955
1994,0.208159646,SCHR.1,4955
1995,0.299096174,SCHR.1,4955
1996,0.267542117,SCHR.1,4955
1997,0.299560056,SCHR.1,4955
1998,0.30451789,SCHR.1,4955
1999,0.271369548,SCHR.1,4955
2000,0.302512984,SCHR.1,4955
1986,0.46,SWKS,3674
1987,0.46,SWKS,3674
1988,0.262388225,SWKS,3674
1989,0.168949045,SWKS,3674
1990,0.222001497,SWKS,3674
1991,0.194191769,SWKS,3674
1992,0.148342148,SWKS,3674
1993,0.11830668,SWKS,3674
1994,0.202843634,SWKS,3674
1995,0.246918556,SWKS,3674
1996,0.181024405,SWKS,3674
1997,0.250520268,SWKS,3674
1998,0.337685582,SWKS,3674
1999,0.3294,SWKS,3674
2000,0.326948366,SWKS,3674
1986,0.182947133,FBSM,3433
1987,0.121725,FBSM,3433
1988,0.078288935,FBSM,3433
1989,0.138545162,FBSM,3433
1990,0.089417034,FBSM,3433
1991,0.129202891,FBSM,3433
1992,0.068843985,FBSM,3433
1993,0.088042931,FBSM,3433
1994,0.063282865,FBSM,3433
1995,0.09940008,FBSM,3433
1986,0.445431957,APNI,3357
1987,0.46,APNI,3357
1988,0.374499397,APNI,3357
1989,0.266612466,APNI,3357
1990,0.256285193,APNI,3357
1991,0.263277358,APNI,3357
1992,0.246393061,APNI,3357
1993,0.144456233,APNI,3357
1994,0.240802419,APNI,3357
1995,0.316278129,APNI,3357
1996,0.35,APNI,3357
1997,0.339097446,APNI,3357
1998,0.343,APNI,3357
1999,0.345371142,APNI,3357
2000,0.332867658,APNI,3357
1986,0.375112967,3ASUPE,6513
1987,0.271619702,3ASUPE,6513
1988,0.222877485,3ASUPE,6513
1989,0.148788805,3ASUPE,6513
1990,0.276877292,3ASUPE,6513
1991,0.164805679,3ASUPE,6513
1992,0.296947527,3ASUPE,6513
1993,0.127225826,3ASUPE,6513
1994,0,3ASUPE,6513
1995,0.046952231,3ASUPE,6513
1996,0.098932787,3ASUPE,6513
1997,0.105815647,3ASUPE,6513
1998,0.154734453,3ASUPE,6513
1999,0.106847564,3ASUPE,6513
1986,0.191093028,NQLIQ,7373
1987,0.381329065,NQLIQ,7373
1988,0.325360907,NQLIQ,7373
1989,0.314595323,NQLIQ,7373
1990,0.279684029,NQLIQ,7373
1991,0.306269561,NQLIQ,7373
1992,0.236329823,NQLIQ,7373
1993,0.296195346,NQLIQ,7373
1994,0.102002189,NQLIQ,7373
1995,0.11343076,NQLIQ,7373
1996,0.117014164,NQLIQ,7373
1997,0.097409148,NQLIQ,7373
1998,0.118772149,NQLIQ,7373
1999,0.086716443,NQLIQ,7373
2000,0.119932392,NQLIQ,7373
1986,0.441121492,AT4,4813
1987,0.382696528,AT4,4813
1988,0.322662182,AT4,4813
1989,0.324608045,AT4,4813
1990,0.32345762,AT4,4813
1991,0.311476976,AT4,4813
1992,0.328710102,AT4,4813
1993,0.324710243,AT4,4813
1994,0.334885135,AT4,4813
1995,0.332911628,AT4,4813
1996,0.332093759,AT4,4813
1986,0.428688,AT2,4813
1987,0.388613069,AT2,4813
1988,0.339421409,AT2,4813
1989,0.336387881,AT2,4813
1990,0.333652874,AT2,4813
1991,0.326798893,AT2,4813
1992,0.3332,AT2,4813
1993,0.341056721,AT2,4813
1994,0.337878272,AT2,4813
1995,0.347970057,AT2,4813
1996,0.3436,AT2,4813
1997,0.331523983,AT2,4813
1998,0.348590903,AT2,4813
1999,0.343877389,AT2,4813
2000,0.334264311,AT2,4813
1986,0.418676814,AT1,4813
1987,0.373967272,AT1,4813
1988,0.326914858,AT1,4813
1989,0.32323738,AT1,4813
1990,0.32390118,AT1,4813
1991,0.309766676,AT1,4813
1992,0.324686267,AT1,4813
1986,0.335597286,ALTE.1,1311
1987,0.293405747,ALTE.1,1311
1988,0.18528904,ALTE.1,1311
1989,0.235886718,ALTE.1,1311
1986,0.160246829,ALTN.1,8011
1986,0.46,ALTO.1,3571
1987,0.440013409,ALTO.1,3571
1988,0.395552096,ALTO.1,3571
1989,0.315437157,ALTO.1,3571
1986,0.358863728,ALRN.,3672
1987,0.51,ALRN.,3672
1988,0.286959057,ALRN.,3672
1989,0.27611081,ALRN.,3672
1990,0.318654725,ALRN.,3672
1991,0.293275727,ALRN.,3672
1992,0.29434657,ALRN.,3672
1993,0.323738538,ALRN.,3672
1994,0.303698007,ALRN.,3672
1995,0.333807536,ALRN.,3672
1996,0.335680445,ALRN.,3672
1997,0.337738002,ALRN.,3672
1986,0.46,AA.3,3720
1987,0.4,AA.3,3720
1988,0.34,AA.3,3720
1989,0.34,AA.3,3720
1990,0.321439224,AA.3,3720
1991,0.339475958,AA.3,3720
1992,0.34,AA.3,3720
1993,0.35,AA.3,3720
1994,0.343,AA.3,3720
1995,0.35,AA.3,3720
1996,0.35,AA.3,3720
1997,0.35,AA.3,3720
1998,0.35,AA.3,3720
1999,0.35,AA.3,3720
2000,0.35,AA.3,3720
1986,0.447141746,AZA.1,2834
1987,0.392,AZA.1,2834
1988,0.330515405,AZA.1,2834
1989,0.337703278,AZA.1,2834
1990,0.336453633,AZA.1,2834
1991,0.34,AZA.1,2834
1992,0.338041515,AZA.1,2834
1993,0.342989791,AZA.1,2834
1994,0.3498,AZA.1,2834
1995,0.347074064,AZA.1,2834
1996,0.343,AZA.1,2834
1997,0.35,AZA.1,2834
1998,0.35,AZA.1,2834
1999,0.35,AZA.1,2834
2000,0.34045718,AZA.1,2834
1986,0.310239687,SNTO,7373
1987,0.122232249,SNTO,7373
1988,0.198522521,SNTO,7373
1989,0.18,SNTO,7373
1990,0.240881268,SNTO,7373
1991,0.181648478,SNTO,7373
1992,0.137710881,SNTO,7373
1993,0.140244164,SNTO,7373
1994,0.14899625,SNTO,7373
1995,0.231735162,SNTO,7373
1996,0.268473159,SNTO,7373
1997,0.255553175,SNTO,7373
1998,0.123549765,SNTO,7373
1999,0.125366509,SNTO,7373
2000,0.167309595,SNTO,7373
1986,0.310694705,7564B,5013
1987,0.313158945,7564B,5013
1988,0.252709243,7564B,5013
1989,0.257093113,7564B,5013
1990,0.234415506,7564B,5013
1991,0.261323472,7564B,5013
1992,0.254367338,7564B,5013
1993,0.232569906,7564B,5013
1994,0.227707357,7564B,5013
1986,0.46,BSWY,7359
1987,0.044454796,BSWY,7359
1988,0.086505962,BSWY,7359
1989,0.067907588,BSWY,7359
1990,0.051020937,BSWY,7359
1991,0.037345309,BSWY,7359
1992,0.081029267,BSWY,7359
1993,0.087885891,BSWY,7359
1994,0.110841144,BSWY,7359
1995,0.260647376,BSWY,7359
1996,0.197219109,BSWY,7359
1997,0.254593627,BSWY,7359
1998,0.288048859,BSWY,7359
1999,0.245779389,BSWY,7359
2000,0.269910025,BSWY,7359
1986,0.314804545,AMX.2,3334
1987,0.38193495,AMX.2,3334
1988,0.34,AMX.2,3334
1989,0.34,AMX.2,3334
1990,0.338992301,AMX.2,3334
1991,0.339475958,AMX.2,3334
1992,0.311426423,AMX.2,3334
1986,0.039644282,3AMBEQ,9995
1987,0.027687601,3AMBEQ,9995
1988,0.039898599,3AMBEQ,9995
1989,0.058881471,3AMBEQ,9995
1990,0.100653172,3AMBEQ,9995
1991,0.093971982,3AMBEQ,9995
1992,0.089436296,3AMBEQ,9995
1993,0.088796247,3AMBEQ,9995
1994,0.117658483,3AMBEQ,9995
1995,0.045198566,3AMBEQ,9995
1996,0.145026931,3AMBEQ,9995
1997,0.040929074,3AMBEQ,9995
1998,0.039718959,3AMBEQ,9995
1999,0.084605316,3AMBEQ,9995
2000,0.172216315,3AMBEQ,9995
1986,0.353227743,ABI.1,2060
1987,0.374332434,ABI.1,2060
1988,0.3332,ABI.1,2060
1989,0.329411915,ABI.1,2060
1986,0.058176681,AMED.,8011
1987,0.13978069,AMED.,8011
1988,0.129610357,AMED.,8011
1989,0.222840081,AMED.,8011
